Voucher No.,Date,Particulars,Category,Type,Quantity,AltUnits,Rate,INRvalue,Distributors
PFRN/21-22/1844,18-11-2021,"Lotus 54"" Rose Pink",Lotus,Sales,25.98,500,15,7500,Srilal Pachisia & Co.
PFRN/21-22/1844,18-11-2021,"Lotus 54"" Sky Blue",Lotus,Sales,89.25,1750,15,26250,Srilal Pachisia & Co.
PFRN/21-22/1844,18-11-2021,"Lotus 54"" Light Sea Green",Lotus,Sales,75.2,1500,15,22500,Srilal Pachisia & Co.
PFRN/21-22/1844,18-11-2021,"Lotus 54"" Badam Pink",Lotus,Sales,38.37,750,15,11250,Srilal Pachisia & Co.
PFRN/21-22/1872,22-11-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,267.93,3750,18,67500,Srilal Pachisia & Co.
PFRN/21-22/1873,22-11-2021,"Suvasini 54""Blue",Suvasini,Sales,241.95,4500,14.5,65250,Srilal Pachisia & Co.
PFRN/21-22/1874,22-11-2021,"Suvasini 54""Blue",Suvasini,Sales,241.07,4500,14.5,65250,Srilal Pachisia & Co.
PFRN/21-22/1932,26-11-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,261.74,3750,18,67500,Srilal Pachisia & Co.
PFRN/21-22/1933,26-11-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,299.94,3750,20,75000,Srilal Pachisia & Co.
PFRN/21-22/1933,26-11-2021,"Lotus 54"" Sky Blue",Lotus,Sales,103.14,2000,15,30000,Srilal Pachisia & Co.
PFRN/21-22/1957,30-11-2021,"Suvasini 54""Blue",Suvasini,Sales,237.31,4500,14.5,65250,Srilal Pachisia & Co.
PFRN/21-22/1958,30-11-2021,"Suvasini 54""Blue",Suvasini,Sales,238.49,4500,14.5,65250,Srilal Pachisia & Co.
PFRN/21-22/1959,30-11-2021,"Priyadarshini 60""Blue",Priyadarshini,Sales,48,600,19,11400,Srilal Pachisia & Co.
PFRN/21-22/1959,30-11-2021,"Kangaroo Fabric 60"" Blue",Kangaroo,Sales,13.8,150,21,3150,Srilal Pachisia & Co.
PFRN/21-22/1959,30-11-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,256.2,3750,18,67500,Srilal Pachisia & Co.
PFRN/21-22/1768,09-11-2021,"Suvasini 104"" Green",Suvasini,Sales,1240.52,13000,28,364000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1783,11-11-2021,"24 LQ 42"" White",Mesh_Fabrics,Sales,45.18,900,13,11700,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1783,11-11-2021,"40 LQ 42""  White",Mesh_Fabrics,Sales,58.57,900,20,18000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1783,11-11-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,159.09,2250,18,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1783,11-11-2021,"Suvasini 54""Blue",Suvasini,Sales,148.1,2700,14.5,39150,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1783,11-11-2021,"Hanuman 54""blue",Hanuman,Sales,155.6,3600,12,43200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"30 LQ 42"" White",Mesh_Fabrics,Sales,47.44,900,15,13500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,46.13,900,15,13500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,110.02,720,34,24480,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"Suvasini 54""Blue",Suvasini,Sales,143.18,2700,14.5,39150,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,98.8,600,37,22200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"30 LQ 42"" Green",Mesh_Fabrics,Sales,41.7,900,15,13500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"Kangaroo Fabric 84"" Blue",Kangaroo,Sales,61.08,500,32,16000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"Suvasini 110"" Blue",Suvasini,Sales,52.7,500,30,15000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,159.29,2250,18,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"60 HQ 42""  White",Mesh_Fabrics,Sales,120.7,1200,40,48000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1803,12-11-2021,"Hanuman 54""blue",Hanuman,Sales,153.3,3600,12,43200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1835,17-11-2021,"40 Mesh MQ42""White(Red Border)",Mesh_Fabrics,Sales,62.5,750,21,15750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1835,17-11-2021,"40 MQ 42"" White",Mesh_Fabrics,Sales,131.07,1500,23,34500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1835,17-11-2021,"40 Mesh LQ42""ZZ White (Green Border)",Mesh_Fabrics,Sales,116.84,3000,12,36000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1853,19-11-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,159.52,2250,18,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1853,19-11-2021,"Suvasini 54""Blue",Suvasini,Sales,282.8,5400,14.5,78300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1853,19-11-2021,"Hanuman 54""blue",Hanuman,Sales,153.47,3600,12,43200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1891,22-11-2021,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,96.2,600,37,22200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1891,22-11-2021,"40 LQ 42""ZZ  White",Mesh_Fabrics,Sales,91.7,2400,12,28800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1891,22-11-2021,"Suvasini 60"" Blue",Suvasini,Sales,54.36,900,15.5,13950,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1891,22-11-2021,"Priyadarshini 60""Blue",Priyadarshini,Sales,58.5,750,19,14250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1891,22-11-2021,"Hanuman 54""blue",Hanuman,Sales,291.29,7200,12,86400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1891,22-11-2021,"Suvasini 54""Blue",Suvasini,Sales,287.88,5400,14.5,78300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1891,22-11-2021,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,111.08,720,34,24480,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1908,24-11-2021,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,164.38,1080,34,36720,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1908,24-11-2021,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,148.64,900,37,33300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1926,25-11-2021,"24 LQ 42"" White",Mesh_Fabrics,Sales,136.19,2700,13,35100,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1926,25-11-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,158.85,2250,18,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1926,25-11-2021,"20 Mesh MQ84"" Premium White",Mesh_Fabrics,Sales,54,360,32,11520,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1926,25-11-2021,"20 MQ 42"" White",Mesh_Fabrics,Sales,98.2,1200,20,24000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1926,25-11-2021,"40 LQ 42""ZZ  White",Mesh_Fabrics,Sales,138.71,3600,12,43200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1953,30-11-2021,"40 Mesh LQ42""ZZ White (Green Border)",Mesh_Fabrics,Sales,119.92,3000,11.5,34500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1956,30-11-2021,"Suvasini 100"" Green",Suvasini,Sales,1243.7,12500,28,350000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/21-22/1979,03-12-2021,"Kangaroo Fabric 54""White",Kangaroo,Sales,118.96,1500,20,30000,Anantadeb Madanmohan & Co.
PFRN/21-22/1980,03-12-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,593.85,7500,20,150000,Anantadeb Madanmohan & Co.
PFRN/21-22/1980,03-12-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,791.05,11250,18,202500,Anantadeb Madanmohan & Co.
PFRN/21-22/1980,03-12-2021,"Suvasini 54""Blue",Suvasini,Sales,1054.9,20000,14.5,290000,Anantadeb Madanmohan & Co.
PFRN/21-22/1997,06-12-2021,"Suvasini 54""Blue",Suvasini,Sales,1039.25,20000,14.5,290000,Anantadeb Madanmohan & Co.
PFRN/21-22/1997,06-12-2021,"Hanuman 54""blue",Hanuman,Sales,1247.3,30000,12,360000,Anantadeb Madanmohan & Co.
PFRN/21-22/2012,08-12-2021,"20MESHMQ42""RP.BLUE",Mesh_Fabrics,Sales,528,6000,15,90000,Anantadeb Madanmohan & Co.
PFRN/21-22/2012,08-12-2021,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,523.8,6000,16,96000,Anantadeb Madanmohan & Co.
PFRN/21-22/2012,08-12-2021,"Suvasini 54""Blue",Suvasini,Sales,798,15000,14.5,217500,Anantadeb Madanmohan & Co.
PFRN/21-22/2012,08-12-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,801.47,11250,18,202500,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Lotus 54"" Violet",Lotus,Sales,24.92,500,15,7500,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Lotus 54"" Rose Pink",Lotus,Sales,26.39,500,15,7500,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Lotus 54"" Sky Blue",Lotus,Sales,89.38,1750,15,26250,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Lotus 54"" Light Sea Green",Lotus,Sales,75.47,1500,15,22500,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Lotus 54"" Badam Pink",Lotus,Sales,38.22,750,15,11250,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,221.16,3750,16,60000,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Priyalite 54"" Blue",Priyalite,Sales,215.99,3750,16,60000,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Hanuman 54""blue",Hanuman,Sales,484.9,12000,12,144000,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,"Suvasini 54""Blue",Suvasini,Sales,1057.73,20000,14.5,290000,Anantadeb Madanmohan & Co.
PFRN/21-22/2047,11-12-2021,20MESHMQ84BLUE,Mesh_Fabrics,Sales,257.18,1500,36,54000,Anantadeb Madanmohan & Co.
PFRN/21-22/2064,14-12-2021,"Lotus 54"" Violet",Lotus,Sales,53.6,1000,15,15000,Anantadeb Madanmohan & Co.
PFRN/21-22/2064,14-12-2021,"Lotus 54"" Rose Pink",Lotus,Sales,52.27,1000,15,15000,Anantadeb Madanmohan & Co.
PFRN/21-22/2064,14-12-2021,"Lotus 54"" Sky Blue",Lotus,Sales,174.28,3500,15,52500,Anantadeb Madanmohan & Co.
PFRN/21-22/2064,14-12-2021,"Lotus 54"" Light Sea Green",Lotus,Sales,148.61,3000,15,45000,Anantadeb Madanmohan & Co.
PFRN/21-22/2064,14-12-2021,"Lotus 54"" Badam Pink",Lotus,Sales,75,1500,15,22500,Anantadeb Madanmohan & Co.
PFRN/21-22/2064,14-12-2021,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,261,3000,16,48000,Anantadeb Madanmohan & Co.
PFRN/21-22/2064,14-12-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,601.72,7500,20,150000,Anantadeb Madanmohan & Co.
PFRN/21-22/2065,14-12-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,219,4500,15,67500,Anantadeb Madanmohan & Co.
PFRN/21-22/2065,14-12-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,532,7500,18,135000,Anantadeb Madanmohan & Co.
PFRN/21-22/2065,14-12-2021,"Suvasini 54""Blue",Suvasini,Sales,540.74,10000,14.5,145000,Anantadeb Madanmohan & Co.
PFRN/21-22/2097,16-12-2021,"40 LQ 42""ZZ  White",Mesh_Fabrics,Sales,224.4,6000,12,72000,Anantadeb Madanmohan & Co.
PFRN/21-22/2097,16-12-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,221.46,3750,16,60000,Anantadeb Madanmohan & Co.
PFRN/21-22/2097,16-12-2021,"Hanuman 54""blue",Hanuman,Sales,498.63,12000,12,144000,Anantadeb Madanmohan & Co.
PFRN/21-22/2097,16-12-2021,"Suvasini 54""Blue",Suvasini,Sales,766.92,15000,14.5,217500,Anantadeb Madanmohan & Co.
PFRN/21-22/2097,16-12-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,266.73,3750,18,67500,Anantadeb Madanmohan & Co.
PFRN/21-22/2097,16-12-2021,"Priyadarshini 54"" Zebra",Priyadarshini,Sales,260.59,3750,18,67500,Anantadeb Madanmohan & Co.
PFRN/21-22/2097,16-12-2021,"Priyalite 54"" Blue",Priyalite,Sales,218.28,3750,16,60000,Anantadeb Madanmohan & Co.
PFRN/21-22/2118,18-12-2021,"Suvasini 54""Blue",Suvasini,Sales,790.41,15000,14.5,217500,Anantadeb Madanmohan & Co.
PFRN/21-22/2118,18-12-2021,20MESHMQ84BLUE,Mesh_Fabrics,Sales,155.4,900,36,32400,Anantadeb Madanmohan & Co.
PFRN/21-22/2118,18-12-2021,"Lotus 54"" Sky Blue",Lotus,Sales,507.11,10000,15,150000,Anantadeb Madanmohan & Co.
PFRN/21-22/2118,18-12-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,530.17,7500,18,135000,Anantadeb Madanmohan & Co.
PFRN/21-22/2118,18-12-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,606.05,7500,20,150000,Anantadeb Madanmohan & Co.
PFRN/21-22/2131,20-12-2021,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,258.6,1500,36,54000,Anantadeb Madanmohan & Co.
PFRN/21-22/2131,20-12-2021,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,490,6000,16,96000,Anantadeb Madanmohan & Co.
PFRN/21-22/2131,20-12-2021,"Lotus 54"" Sky Blue",Lotus,Sales,255.65,5000,15,75000,Anantadeb Madanmohan & Co.
PFRN/21-22/2131,20-12-2021,"Suvasini 54""Blue",Suvasini,Sales,786.43,15000,14.5,217500,Anantadeb Madanmohan & Co.
PFRN/21-22/2131,20-12-2021,"Hanuman 54""blue",Hanuman,Sales,496.64,12000,12,144000,Anantadeb Madanmohan & Co.
PFRN/21-22/2131,20-12-2021,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,271.94,1800,34,61200,Anantadeb Madanmohan & Co.
PFRN/21-22/2133,20-12-2021,"20 SHQ 48"" White",Mesh_Fabrics,Sales,107.66,600,40,24000,Anantadeb Madanmohan & Co.
PFRN/21-22/2176,23-12-2021,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,275.03,1800,34,61200,Anantadeb Madanmohan & Co.
PFRN/21-22/2177,23-12-2021,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,276.6,1800,34,61200,Anantadeb Madanmohan & Co.
PFRN/21-22/2284,30-12-2021,"Hanuman 54""blue",Hanuman,Sales,1236.27,30000,12,360000,Anantadeb Madanmohan & Co.
PFRN/21-22/2284,30-12-2021,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,1002.8,12000,16,192000,Anantadeb Madanmohan & Co.
PFRN/21-22/2285,30-12-2021,"Priyalite 54"" Blue",Priyalite,Sales,435.5,7500,16,120000,Anantadeb Madanmohan & Co.
PFRN/21-22/2285,30-12-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,225.59,3750,16,60000,Anantadeb Madanmohan & Co.
PFRN/21-22/2285,30-12-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,537.89,7500,18,135000,Anantadeb Madanmohan & Co.
PFRN/21-22/2286,30-12-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,900.17,11250,20,225000,Anantadeb Madanmohan & Co.
PFRN/21-22/2286,30-12-2021,"Suvasini 54""Blue",Suvasini,Sales,1615.54,30000,14.5,435000,Anantadeb Madanmohan & Co.
PFRN/21-22/2287,30-12-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,1072.2,15000,18,270000,Anantadeb Madanmohan & Co.
PFRN/21-22/2306,31-12-2021,"Suvasini 54""Blue",Suvasini,Sales,2421.11,45000,14.5,652500,Anantadeb Madanmohan & Co.
PFRN/21-22/2307,31-12-2021,"Hanuman 54""blue",Hanuman,Sales,1236.86,30000,12,360000,Anantadeb Madanmohan & Co.
PFRN/21-22/1973,01-12-2021,"20 MQ 48"" White",Mesh_Fabrics,Sales,62.3,600,24,14400,A R Traders
PFRN/21-22/1973,01-12-2021,"30 LQ 42"" White",Mesh_Fabrics,Sales,94.92,1800,15,27000,A R Traders
PFRN/21-22/1973,01-12-2021,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,44.72,450,29,13050,A R Traders
PFRN/21-22/1973,01-12-2021,"24 LQ 42"" Black",Mesh_Fabrics,Sales,142.9,2700,15,40500,A R Traders
PFRN/21-22/1973,01-12-2021,"20 MQ 48"" IVORY",Mesh_Fabrics,Sales,61,600,24,14400,A R Traders
PFRN/21-22/1996,06-12-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,90.32,1800,15,27000,A R Traders
PFRN/21-22/1996,06-12-2021,"30 LQ 42"" White",Mesh_Fabrics,Sales,94.12,1800,15,27000,A R Traders
PFRN/21-22/1996,06-12-2021,"24 LQ 60"" Black",Mesh_Fabrics,Sales,46.94,600,24,14400,A R Traders
PFRN/21-22/1996,06-12-2021,"24 LQ 42"" Black",Mesh_Fabrics,Sales,237.09,4500,15,67500,A R Traders
PFRN/21-22/2019,08-12-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,137.46,2700,15,40500,A R Traders
PFRN/21-22/2059,13-12-2021,"20 Mesh MQ120""BLUE",Mesh_Fabrics,Sales,120.36,1140,20,22800,A R Traders
PFRN/21-22/2059,13-12-2021,"20 MQ 48"" White",Mesh_Fabrics,Sales,186.3,1800,24,43200,A R Traders
PFRN/21-22/2073,14-12-2021,"24 LQ 42"" Black",Mesh_Fabrics,Sales,235.79,4500,15,67500,A R Traders
PFRN/21-22/2094,15-12-2021,"24 LQ 42"" Black",Mesh_Fabrics,Sales,144,2700,15,40500,A R Traders
PFRN/21-22/2094,15-12-2021,"20 MQ 48"" IVORY",Mesh_Fabrics,Sales,117.2,1200,24,28800,A R Traders
PFRN/21-22/2103,16-12-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,44.1,900,15,13500,A R Traders
PFRN/21-22/2103,16-12-2021,"30 LQ 42"" Green",Mesh_Fabrics,Sales,44.34,900,15,13500,A R Traders
PFRN/21-22/2103,16-12-2021,"30 LQ 42"" White",Mesh_Fabrics,Sales,43.5,900,15,13500,A R Traders
PFRN/21-22/2124,18-12-2021,"20 MQ 48"" Blue",Mesh_Fabrics,Sales,124.5,1200,24,28800,A R Traders
PFRN/21-22/2124,18-12-2021,"20 MQ 48"" IVORY",Mesh_Fabrics,Sales,124.8,1200,24,28800,A R Traders
PFRN/21-22/2124,18-12-2021,"30 LQ 42"" White",Mesh_Fabrics,Sales,85.2,1800,15,27000,A R Traders
PFRN/21-22/2124,18-12-2021,"24 LQ 60"" Black",Mesh_Fabrics,Sales,91.28,1200,24,28800,A R Traders
PFRN/21-22/2124,18-12-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,90.76,1800,15,27000,A R Traders
PFRN/21-22/2134,20-12-2021,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,93.05,1800,14.5,26100,A R Traders
PFRN/21-22/2134,20-12-2021,"30 LQ 42"" White",Mesh_Fabrics,Sales,127.8,2700,15,40500,A R Traders
PFRN/21-22/2134,20-12-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,178.3,3600,15,54000,A R Traders
PFRN/21-22/2167,22-12-2021,"20 MQ 48"" White",Mesh_Fabrics,Sales,183.6,1800,24,43200,A R Traders
PFRN/21-22/2204,27-12-2021,"20 Mesh MQ120""BLUE",Mesh_Fabrics,Sales,120.28,1440,20,28800,A R Traders
PFRN/21-22/2204,27-12-2021,"24 LQ 42"" Black",Mesh_Fabrics,Sales,96.13,1800,15,27000,A R Traders
PFRN/21-22/2204,27-12-2021,"20 Mesh MQ120""White",Mesh_Fabrics,Sales,113.14,1440,20,28800,A R Traders
PFRN/21-22/2204,27-12-2021,"20 MQ 48"" White",Mesh_Fabrics,Sales,181.08,1800,24,43200,A R Traders
PFRN/21-22/2207,27-12-2021,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,46.28,450,29,13050,A R Traders
PFRN/21-22/2207,27-12-2021,24MESHLQ84BLACK,Mesh_Fabrics,Sales,45.56,450,30,13500,A R Traders
PFRN/21-22/2207,27-12-2021,"24 LQ 60"" Black",Mesh_Fabrics,Sales,138.98,1800,24,43200,A R Traders
PFRN/21-22/2243,28-12-2021,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,1157.71,11250,28,315000,A R Traders
PFRN/21-22/2270,29-12-2021,"60 LQ 42""  White",Mesh_Fabrics,Sales,132,1800,22,39600,A R Traders
PFRN/21-22/2270,29-12-2021,"24 LQ 42"" White",Mesh_Fabrics,Sales,46.62,900,14.5,13050,A R Traders
PFRN/21-22/2270,29-12-2021,"30 LQ 42"" White",Mesh_Fabrics,Sales,94.44,1800,15,27000,A R Traders
PFRN/21-22/2043,10-12-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,572.75,10000,14.5,145000,Fair Deal Traders
PFRN/21-22/2043,10-12-2021,"24 Mesh MQ84"" Orange",Mesh_Fabrics,Sales,28.94,210,29,6090,Fair Deal Traders
PFRN/21-22/2043,10-12-2021,"24 Mesh MQ84"" SF Blue",Mesh_Fabrics,Sales,32.84,240,29,6960,Fair Deal Traders
PFRN/21-22/2043,10-12-2021,"24 Mesh MQ84"" Lemmon Yellow",Mesh_Fabrics,Sales,38.92,300,29,8700,Fair Deal Traders
PFRN/21-22/2043,10-12-2021,"24 Mesh MQ84"" G.GREEN",Mesh_Fabrics,Sales,37.58,300,29,8700,Fair Deal Traders
PFRN/21-22/2043,10-12-2021,"24 Mesh MQ84"" Radium Green",Mesh_Fabrics,Sales,164.44,1200,29,34800,Fair Deal Traders
PFRN/21-22/2043,10-12-2021,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,493.46,3240,31.5,102060,Fair Deal Traders
PFRN/21-22/2053,13-12-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,632.87,11000,14.5,159500,Fair Deal Traders
PFRN/21-22/2054,13-12-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,641.78,11000,14.5,159500,Fair Deal Traders
PFRN/21-22/2066,14-12-2021,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,590.34,7500,19,142500,Fair Deal Traders
PFRN/21-22/2067,14-12-2021,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,596.3,7500,19,142500,Fair Deal Traders
PFRN/21-22/2068,14-12-2021,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,589.97,7500,19,142500,Fair Deal Traders
PFRN/21-22/2069,14-12-2021,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,586.84,7500,19,142500,Fair Deal Traders
PFRN/21-22/2086,15-12-2021,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,588.86,7500,19,142500,Fair Deal Traders
PFRN/21-22/2087,15-12-2021,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,584.33,7500,19,142500,Fair Deal Traders
PFRN/21-22/2088,15-12-2021,"Priyalite 60""Sea Green",Priyalite,Sales,522.45,7500,17,127500,Fair Deal Traders
PFRN/21-22/2089,15-12-2021,"Priyalite 60""Sea Green",Priyalite,Sales,525.11,7500,17,127500,Fair Deal Traders
PFRN/21-22/2113,17-12-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,623.69,11000,14.5,159500,Fair Deal Traders
PFRN/21-22/2113,17-12-2021,"24 Mesh MQ84"" Lemmon Yellow",Mesh_Fabrics,Sales,85.92,630,29,18270,Fair Deal Traders
PFRN/21-22/2113,17-12-2021,"24 Mesh MQ84"" G.GREEN",Mesh_Fabrics,Sales,46.12,360,29,10440,Fair Deal Traders
PFRN/21-22/2113,17-12-2021,"24 Mesh MQ84"" Radium Green",Mesh_Fabrics,Sales,182,1440,29,41760,Fair Deal Traders
PFRN/21-22/2113,17-12-2021,"24 Mesh MQ84"" Orange",Mesh_Fabrics,Sales,204.28,1500,29,43500,Fair Deal Traders
PFRN/21-22/2113,17-12-2021,"24 Mesh MQ84"" SF Blue",Mesh_Fabrics,Sales,200.36,1470,29,42630,Fair Deal Traders
PFRN/21-22/2113,17-12-2021,"24 Mesh MQ 84"" Rose Pink",Mesh_Fabrics,Sales,120.4,900,29,26100,Fair Deal Traders
PFRN/21-22/2157,22-12-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,615.23,11000,14.5,159500,Fair Deal Traders
PFRN/21-22/2158,22-12-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,621.79,11000,14.5,159500,Fair Deal Traders
PFRN/21-22/2185,24-12-2021,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,587.4,7500,19,142500,Fair Deal Traders
PFRN/21-22/2185,24-12-2021,"24 Mesh MQ 84"" Rose Pink",Mesh_Fabrics,Sales,243.32,1800,29,52200,Fair Deal Traders
PFRN/21-22/2185,24-12-2021,"24 Mesh MQ84"" SF Blue",Mesh_Fabrics,Sales,106.48,780,29,22620,Fair Deal Traders
PFRN/21-22/2185,24-12-2021,"24 Mesh MQ84"" Orange",Mesh_Fabrics,Sales,196.04,1470,29,42630,Fair Deal Traders
PFRN/21-22/2185,24-12-2021,"24 Mesh MQ84"" G.GREEN",Mesh_Fabrics,Sales,278.74,2100,29,60900,Fair Deal Traders
PFRN/21-22/2185,24-12-2021,"24 Mesh MQ84"" Lemmon Yellow",Mesh_Fabrics,Sales,476.82,3450,29,100050,Fair Deal Traders
PFRN/21-22/2185,24-12-2021,"24 Mesh MQ84"" Radium Green",Mesh_Fabrics,Sales,286.34,2100,29,60900,Fair Deal Traders
